股票代码,公司名称,总市值(亿),流通市值(亿),市盈率,市净率,涨跌幅(%),当前价,近期新闻,新闻数量
603488,展鹏科技,1.6,-14.93,24.59,3.23,2.18,8.42,,0
603499,翔港科技,1.64,45.58,54.95,5.76,6.05,12.97,,0
603496,恒为科技,2.25,194.37,76.18,5.42,0.98,23.79,,0
603516,淳中科技,2.69,43.02,194.12,10.71,4.9,95.5,,0
603529,爱玛科技,0.67,12.6,184.45,1.92,1.03,21.68,,0
603528,多伦科技,1.1,-74.97,45.46,2.44,1.1,6.44,,0
603533,掌阅科技,8.78,-149.2,99.15,4.36,9.98,22.59,,0
603551,奥普科技,0.65,13.34,35.91,2.83,-0.53,9.42,,0
603601,再升科技,3.6,257.56,104.75,3.84,1.33,9.17,,0
603602,纵横通信,1.31,-17.2,27.5,3.01,2.15,11.9,,0
603607,京华激光,2.2,37.93,40.47,4.04,1.39,22.67,,0
603610,麒盛科技,1.73,184.12,52.1,1.71,1.17,14.76,,0
603626,科森科技,11.1,444.71,115.3,5.34,7.72,20.78,,0
603636,南威软件,1.81,-7.57,41.21,2.38,2.01,7.1,,0
603629,利通电子,9.71,47.46,440.66,17.0,1.84,122.16,,0
603638,艾迪精密,1.07,34.0,167.42,3.67,1.17,19.01,,0
603655,朗博科技,1.32,73.4,32.91,5.87,-2.39,31.05,,0
603656,泰禾智能,0.77,95.29,32.16,2.42,0.06,17.58,,0
603657,春光科技,3.36,-34.73,33.8,3.99,3.82,25.0,,0
603678,火炬电子,3.6,74.25,223.52,3.47,-0.25,47.0,,0
603668,天马科技,1.72,-24.03,54.63,2.57,2.76,10.8,,0
603679,华体科技,6.35,-32.63,42.04,4.85,-1.91,23.66,,0
603685,晨丰科技,2.41,232.93,53.25,3.35,9.99,26.43,,0
603690,至纯科技,3.9,-9.32,95.78,2.97,-0.04,25.01,,0
603703,盛洋科技,1.75,-85.94,42.78,5.3,0.78,10.31,,0
603738,泰晶科技,9.07,187.97,152.0,8.25,-2.06,39.39,,0
603773,沃格光电,5.4,-94.2,214.52,21.11,0.74,95.48,,0
603778,国晟科技,14.12,-11.49,63.0,27.69,-5.41,9.8,,0
603826,坤彩科技,0.99,405.43,138.5,7.39,0.12,16.26,,0
603861,白云电器,1.06,30.13,61.79,1.58,0.43,11.69,,0
603859,能科科技,3.08,49.39,95.14,2.48,3.85,38.88,,0
603879,永悦科技,3.37,-32.63,19.51,8.21,3.04,5.43,,0
603881,数据港,3.38,157.27,219.65,6.5,1.39,25.48,,0
603890,春秋电子,9.73,36.06,95.06,2.97,3.85,18.86,,0
603895,天永智能,1.03,170.91,29.01,13.97,1.4,26.84,,0
603897,长城科技,7.5,20.11,64.33,2.71,-0.57,31.16,,0
603901,永创智能,1.29,27.16,54.22,1.53,0.95,9.53,,0
603918,金桥信息,3.9,-75.6,42.02,4.33,0.35,11.51,,0
603917,合力科技,2.21,173.21,27.4,1.66,2.83,13.44,,0
603906,龙蟠科技,2.64,46.05,109.17,2.96,-1.02,19.39,,0
603920,世运电路,2.36,72.55,278.51,4.41,2.57,38.65,,0
603929,亚翔集成,1.79,28.87,352.71,14.77,0.38,165.31,,0
603933,睿能科技,1.91,62.57,40.72,3.01,2.99,19.62,,0
603992,松霖科技,1.68,36.37,97.11,2.7,2.86,21.92,,0
603936,博敏电子,6.32,-143.34,115.61,2.78,1.16,18.34,,0
603990,麦迪科技,6.33,387.85,67.73,8.05,1.28,22.19,,0
605178,时空科技,3.04,-33.68,69.61,6.53,1.02,70.26,,0
605118,力鼎光电,1.42,43.84,134.19,8.32,9.99,32.82,,0
605058,澳弘电子,1.59,29.42,40.61,2.29,3.99,28.41,,0
605218,伟时电子,0.78,-75.39,32.37,2.12,0.8,15.21,,0
605186,健麾信息,1.96,111.34,36.58,3.3,4.02,26.9,,0
605180,华生科技,1.72,3938.43,22.51,1.99,2.7,13.32,,0
605258,协和电子,5.86,41.0,27.06,2.26,1.08,30.75,,0
605228,神通科技,1.03,31.86,51.1,2.24,2.39,10.71,,0
605268,王力安防,1.16,33.78,42.91,2.59,2.1,9.74,,0
605277,新亚电子,3.59,26.22,65.19,3.72,0.9,16.88,,0
605298,必得科技,0.32,166.01,91.39,8.74,0.97,49.07,,0
605377,华旺科技,3.04,18.83,46.43,1.18,1.96,8.34,,0
605398,新炬网络,1.26,1405.23,34.19,3.34,1.3,21.01,,0
605588,冠石科技,1.12,-33.91,35.23,3.83,2.58,48.19,,0
688003,天准科技,2.18,85.47,161.38,8.08,2.3,82.85,,0
688006,杭可科技,1.56,54.89,132.08,2.43,-1.31,21.88,,0
688005,容百科技,1.65,-1903.2,183.66,2.36,-2.61,25.7,,0
688004,博汇科技,2.7,-68.34,18.02,3.21,3.4,22.5,,0
688011,新光光电,2.06,-156.8,79.31,7.67,1.24,79.98,,0
688007,光峰科技,0.87,-20.79,48.86,2.07,1.14,10.63,,0
688008,澜起科技,3.92,81.38,2346.19,11.75,-3.78,204.95,,0
688015,交控科技,1.32,19.55,31.19,1.18,3.18,16.53,,0
688019,安集科技,2.85,58.07,545.77,11.18,-1.73,239.0,,0
688018,乐鑫科技,3.65,51.61,294.6,6.26,8.47,125.69,,0
688031,星环科技,8.64,-63.09,135.67,18.1,11.72,112.0,,0
688023,安恒信息,3.56,-103.74,41.07,1.91,1.88,40.2,,0
688021,奥福科技,2.55,45.82,16.15,1.83,1.1,21.13,,0
688041,海光信息,0.81,187.83,5901.49,23.26,3.43,253.9,,0
688039,当虹科技,2.49,-31.7,37.16,3.61,5.53,33.6,,0
688035,德邦科技,6.22,76.26,99.21,4.13,1.53,69.75,,0
688055,龙腾光电,0.29,-46.17,127.0,3.27,1.06,3.81,,0
688051,佳华科技,2.21,-14.25,19.56,3.61,0.12,25.29,,0
688049,炬芯科技,8.93,36.3,80.58,3.8,13.09,45.78,,0
688059,华锐精密,3.1,37.07,117.62,5.78,2.02,89.78,,0
688060,云涌科技,0.56,-96.12,21.67,2.47,1.32,36.0,,0
688061,灿瑞科技,5.39,-93.29,52.19,2.32,5.75,45.43,,0
688067,爱威科技,1.34,50.02,16.25,3.09,2.4,23.9,,0
688063,派能科技,2.72,70.21,105.38,1.13,-2.63,42.95,,0
688071,华依科技,4.7,-62.48,30.52,2.99,7.79,35.99,,0
688072,拓荆科技,1.38,90.59,1916.26,15.5,1.28,677.86,,0
688078,龙软科技,1.71,-24.76,18.13,2.74,4.06,24.87,,0
688083,中望软件,1.22,160.12,89.51,3.43,1.68,52.76,,0
688088,虹软科技,1.51,49.94,123.36,4.5,2.98,30.75,,0
688092,爱科科技,1.08,59.63,19.01,2.91,0.13,23.0,,0
688090,瑞松科技,4.98,201.45,110.15,11.73,-2.62,69.4,,0
688093,世华科技,1.14,19.07,62.61,2.22,2.2,22.33,,0
688095,福昕软件,6.79,118.46,58.13,2.23,2.33,63.63,,0
688100,威胜信息,0.74,22.87,128.87,3.58,1.28,26.21,,0
688103,国力电子,1.8,108.04,71.53,6.33,0.28,75.05,,0
688109,品茗科技,1.47,340.94,58.71,7.61,2.97,74.47,,0
688107,安路科技,1.7,-61.58,125.95,14.49,1.22,31.42,,0
688116,天奈科技,1.88,50.24,123.48,3.24,0.54,33.69,,0
688112,鼎阳科技,1.85,72.15,113.63,7.15,2.37,71.2,,0
688113,联测科技,1.17,24.7,23.43,2.27,1.06,36.38,,0
688125,安达智能,1.19,-158.27,106.8,5.85,4.29,129.92,,0
688118,普元信息,2.16,-233.65,19.41,2.42,2.56,20.8,,0
688129,东来技术,0.86,26.27,26.78,2.52,2.92,22.23,,0
688133,泰坦科技,3.46,-44.08,36.75,1.35,-4.36,22.35,,0
688132,邦彦技术,2.07,-8.51,21.81,1.96,6.46,14.33,,0
688135,利扬芯片,4.4,488.61,64.69,4.05,3.62,27.75,,0
688150,莱特光电,1.99,82.21,166.65,7.7,2.91,41.41,,0
688138,清溢光电,3.5,56.06,119.53,4.17,0.34,37.97,,0
688151,华强科技,0.55,115.28,55.53,1.32,0.56,16.12,,0
688155,先惠技术,3.28,16.37,67.07,2.73,-3.06,52.66,,0
688156,路德科技,2.76,-41.52,19.97,2.59,1.28,19.83,,0
688159,有方科技,6.83,85.11,32.66,3.3,6.83,35.19,,0
688167,炬光科技,6.01,-467.66,377.39,16.6,-1.7,289.99,,0
688169,石头科技,2.6,19.79,330.88,2.28,-0.87,127.48,,0
688162,巨一科技,0.93,39.49,33.59,1.39,-0.16,24.5,,0
688170,德龙激光,4.46,1810.93,57.16,4.69,2.98,55.3,,0
688175,高凌信息,4.15,-496.1,33.02,1.93,5.2,19.64,,0
688171,纬德信息,1.95,3142.55,31.7,3.89,-2.2,27.13,,0
688183,生益电子,3.23,52.57,1079.49,16.58,-1.77,128.88,,0
688182,灿勤科技,1.17,93.74,116.88,5.1,3.14,29.22,,0
688188,柏楚电子,0.52,31.88,401.5,6.33,-0.01,99.0,,0
688190,云路股份,0.68,34.85,87.34,3.26,-0.72,72.78,,0
688206,概伦电子,1.71,-1199.96,194.02,7.04,-0.18,44.44,,0
688195,腾景科技,8.63,423.89,356.53,34.21,8.16,196.88,,0
688208,道通科技,0.89,19.67,174.85,4.68,0.19,26.09,,0
688215,瑞晟智能,1.35,72.58,42.06,8.42,3.47,46.55,,0
688210,统联精密,5.49,-80.97,54.38,4.38,7.15,33.43,,0
688228,开普云,4.55,-165.48,55.81,4.61,6.05,82.62,,0
688216,气派科技,3.37,-754.63,33.6,4.79,4.08,31.63,,0
688220,翱捷科技,2.1,-710.4,430.77,7.37,4.59,102.98,,0
688230,芯导科技,2.35,54.08,71.1,3.1,5.88,60.46,,0
688232,新点软件,0.71,167.81,58.99,1.13,0.77,18.32,,0
688229,博睿数据,1.59,-27.22,28.93,8.47,0.23,65.15,,0
688249,晶合集成,1.3,140.31,778.34,3.72,-0.84,38.77,,0
688239,航宇科技,6.87,46.47,98.87,4.41,6.56,51.79,,0
688248,南网科技,0.69,58.11,233.9,7.06,2.04,41.42,,0
688251,井松智能,2.15,-124.24,20.73,2.57,3.34,20.75,,0
688259,创耀科技,1.37,60.82,35.79,2.27,5.39,32.04,,0
688258,卓易信息,3.72,76.57,121.63,12.26,5.42,100.4,,0
688260,昀冢科技,4.73,-68.35,123.98,88.86,-1.13,103.32,,0
688262,国芯科技,2.39,-38.69,96.57,5.03,2.31,28.74,,0
688279,峰岹科技,2.85,75.37,184.78,4.34,4.13,197.5,,0
688281,华秦科技,1.03,58.35,194.2,4.01,1.84,50.89,,0
688290,景业智能,0.68,-141.09,67.06,5.3,0.52,65.62,,0
688288,鸿泉技术,1.56,-122.76,19.18,2.6,2.78,19.22,,0
688296,和达科技,6.73,-34.2,26.19,4.72,4.45,24.39,,0
688301,奕瑞科技,1.51,42.86,309.08,4.0,4.24,98.62,,0
688299,长阳科技,1.29,-29.73,37.19,1.89,-0.08,12.94,,0
688306,均普智能,0.4,743.74,107.23,6.22,0.46,8.73,,0
688311,盟升电子,1.86,-127.88,41.12,2.34,2.26,23.48,,0
688309,恒誉科技,3.63,58.28,61.84,7.37,6.07,77.88,,0
688320,禾川科技,3.87,-76.64,53.02,4.27,4.96,35.11,,0
688312,燕麦科技,2.89,57.67,70.82,4.77,2.25,48.27,,0
688316,青云科技,3.68,-38.56,22.99,73.73,2.04,47.99,,0
688329,艾隆科技,2.34,136.72,17.74,2.29,4.31,22.98,,0
688327,云从科技,2.9,-27.07,87.91,15.15,2.23,10.53,,0
688335,复洁科技,1.63,-3280.54,30.38,2.73,3.43,20.52,,0
688343,云天励飞,3.35,-46.2,216.34,6.07,7.62,60.16,,0
688350,富淼科技,1.18,920.21,39.99,2.17,-1.24,27.92,,0
688348,昱能科技,1.87,-13.92,48.15,1.48,-5.0,30.81,,0
688352,颀中科技,5.06,-156.29,65.88,3.71,-0.55,17.98,,0
688356,键凯科技,20.46,129.67,55.19,4.25,-16.36,91.0,,0
688355,明志科技,1.19,42.14,22.19,2.09,0.79,17.9,,0
688360,德马科技,0.95,44.13,40.72,2.72,2.12,15.44,,0
688362,甬矽电子,3.81,320.91,291.29,7.6,2.55,64.27,,0
688365,光云科技,5.87,-2766.87,64.41,6.66,1.48,15.11,,0
688372,伟测科技,7.1,61.12,220.91,5.2,6.25,130.72,,0
688370,丛麟科技,0.38,82.47,32.91,1.25,2.08,24.0,,0
688369,致远互联,4.38,-11.26,23.54,3.21,2.46,20.43,致远互联(688369.SH) | 致远互联 21.95 -1.90(-7.97%)最新价格_行情_走势图—东方财富网 | 致远互联 23.85 0.11(0.46%)最新价格_行情_走势图—东方财富网 | 致远互联(688369)相关新闻_证券之星 | 致远互联(sh688369)行情走势,5
688375,国博电子,0.56,114.63,463.46,7.34,1.14,77.76,,0
688376,美埃科技,1.43,86.13,91.7,4.6,-0.76,67.8,,0
688388,嘉元科技,6.23,49.32,198.5,2.38,5.03,30.08,,0
688389,普门科技,0.31,33.33,47.3,2.28,0.45,11.04,,0
688391,钜泉科技,1.61,161.47,30.63,1.66,1.03,26.5,,0
688400,凌云光,2.46,31.95,221.75,2.96,0.77,48.47,,0
688401,路维光电,2.13,49.52,135.25,5.39,2.75,69.95,,0
688409,富创精密,3.1,553.14,626.6,13.53,-0.93,204.63,,0
688418,震有科技,1.95,-42.93,64.14,8.77,4.58,33.31,,0
688420,美腾科技,0.96,-61.39,20.15,1.44,1.33,22.79,,0
688435,英方软件,4.43,-105.55,17.08,2.37,3.01,30.48,,0
688448,磁谷科技,3.7,988.55,66.0,6.43,6.03,67.68,,0
688449,联芸科技,4.0,52.27,201.75,13.02,6.12,68.81,,0
688455,科捷智能,4.09,22.76,28.28,2.72,3.82,16.83,,0
688450,光格科技,4.09,-45.59,16.77,2.44,4.16,34.27,,0
688459,哈铁科技,0.14,51.6,38.35,1.13,-0.62,7.99,,0
688469,芯联集成,1.67,-502.78,514.78,5.51,2.21,8.77,,0
688475,萤石网络,0.42,34.24,230.66,3.92,1.88,29.29,,0
688479,友车科技,5.37,180.97,29.65,3.73,9.87,34.27,,0
688498,源杰科技,2.27,253.89,1883.94,60.75,-0.35,1533.0,,0
688484,南芯科技,1.46,225.66,160.37,3.94,2.41,37.33,,0
688507,索辰科技,9.55,-9672.5,77.75,5.19,4.24,157.92,,0
688511,天微电子,1.02,377.75,30.2,3.69,0.8,22.59,,0
688510,航亚科技,1.51,69.94,64.36,5.29,1.27,24.76,,0
688518,联赢激光,2.62,35.18,73.08,2.21,1.13,21.41,,0
688531,日联科技,2.51,102.53,157.25,6.61,1.33,137.0,,0
688529,豪森智能,1.14,-2.19,26.57,4.01,2.8,15.8,,0
688533,上声电子,0.66,24.93,34.3,1.97,-0.91,20.79,,0
688538,和辉光电,1.21,-15.31,129.43,4.34,-1.75,2.25,,0
688539,高华科技,1.72,-10180.44,44.84,2.64,-0.54,24.12,,0
688545,兴福电子,4.5,124.83,142.52,9.48,1.37,78.2,,0
688557,兰剑智能,1.59,28.13,31.5,2.58,3.16,21.24,,0
688562,航天软件,0.65,-116.25,57.0,3.51,0.49,14.25,,0
688565,力源科技,1.75,168.94,17.46,3.52,3.92,11.66,,0
688567,孚能科技,1.9,-11.5,112.8,1.27,-8.07,9.23,,0
688576,西山科技,2.95,-345.32,13.09,1.63,-3.16,40.51,,0
688579,地纬智能,0.73,250.57,32.36,2.38,2.15,8.09,,0
688583,思看科技,7.97,201.52,39.33,9.51,2.01,91.2,,0
688588,凌志软件,1.54,-121.18,37.01,3.71,-2.87,9.49,,0
688590,新致软件,3.07,-23.29,35.22,2.21,3.39,12.51,,0
688596,正帆科技,7.04,-2699.28,214.11,6.59,0.0,67.4,,0
688595,芯海科技,3.25,-41.4,43.46,6.65,4.69,30.16,,0
688600,皖仪科技,4.92,48.2,40.98,5.14,5.63,30.42,,0
688602,康鹏科技,1.4,-26.62,36.2,1.35,3.11,6.97,,0
688603,天承科技,4.7,133.23,148.62,11.97,5.27,119.16,,0
688608,恒玄科技,2.0,54.51,250.89,3.57,2.32,105.91,,0
688610,埃科光电,2.91,120.39,70.36,7.12,3.73,171.9,,0
688609,九联科技,3.06,-92.77,46.65,4.95,-0.11,9.33,,0
688615,合合信息,4.33,42.09,135.27,6.6,4.11,99.95,,0
688618,三旺通信,1.88,173.74,33.98,4.21,2.93,30.88,,0
688616,西力科技,1.27,19.8,20.36,2.3,2.71,11.35,,0
688623,双元科技,2.73,72.39,20.96,2.38,2.29,59.0,,0
688629,华丰科技,5.59,179.66,628.29,21.72,4.13,136.29,,0
688625,呈和科技,1.78,57.82,148.76,9.64,3.04,57.29,,0
688631,莱斯信息,0.44,135.14,65.4,3.53,0.28,40.01,,0
688638,誉辰智能,2.34,-11.1,8.98,2.57,0.71,33.93,,0
688646,逸飞激光,1.75,-82.13,43.9,4.78,0.29,72.28,,0
688648,中邮科技,3.14,-49.4,23.08,2.12,0.7,33.19,,0
688657,浩辰软件,2.73,68.75,19.92,2.28,3.63,33.37,,0
688653,康希通信,4.01,711.1,45.69,4.18,2.41,14.44,,0
688659,元琛科技,2.01,-28.81,16.85,3.4,0.48,10.53,,0
688662,富信科技,6.82,252.31,103.8,14.44,0.35,90.49,,0
688665,四方光电,0.67,35.89,46.24,3.8,1.96,45.7,,0
688668,鼎通科技,2.99,119.48,369.07,17.58,2.46,265.0,,0
688683,莱尔科技,0.63,103.39,48.57,4.02,1.01,30.15,,0
688687,凯因科技,1.47,308.02,30.68,1.8,-1.75,17.95,,0
688676,金盘科技,3.15,43.94,306.36,6.0,0.79,66.63,,0
688696,极米科技,2.84,38.29,52.83,1.8,8.86,75.45,,0
688690,纳微科技,3.33,70.39,147.47,7.09,-5.68,36.52,,0
688692,达梦数据,1.87,45.96,160.44,6.32,0.37,216.33,,0
688702,盛科通信,3.71,-1111.8,791.67,71.05,6.82,390.0,,0
688699,明微电子,3.35,93.84,69.33,5.41,2.84,62.99,,0
688700,东威科技,5.45,107.12,190.2,10.13,7.69,63.74,,0
688711,宏微科技,3.66,306.78,55.6,5.24,-1.31,25.65,,0
688737,中自科技,1.35,-19.32,21.25,1.24,-0.78,17.77,,0
688708,佳驰科技,0.79,41.79,58.7,4.86,0.93,41.12,,0
688758,赛分科技,4.01,63.11,82.92,8.34,2.7,27.81,,0
688776,国光电气,1.03,-33.22,52.86,3.16,1.44,48.77,,0
688755,汉邦科技,1.01,41.27,21.97,2.45,0.55,27.51,,0
688777,中控技术,3.45,319.14,769.96,7.85,6.15,97.81,,0
688788,科思科技,2.92,-19.52,69.98,4.23,7.1,31.97,,0
688781,视涯科技,6.43,-287.12,16.76,10.12,6.24,41.05,,0
688797,臻宝科技,7.41,189.87,88.47,16.08,-0.51,303.05,,0
688798,艾为电子,7.81,62.17,92.44,3.78,8.94,68.1,,0
688801,燧原科技,,-0.0,,0.0,0.0,0.0,,0
688835,高凯技术,22.97,154.44,53.53,12.76,5.94,285.0,,0
688825,长鑫科技,7.94,48.13,2612.21,19.59,-1.01,58.01,,0
688826,频准激光,20.7,192.05,64.69,14.78,-5.74,849.2,,0
688836,宇树科技,15.68,391.08,169.97,25.97,-3.44,564.9,,0
